MANDT;LIFNR     ;LAND1;NAME1                              ;NAME2                              ;NAME3                              ;NAME4                              ;ORT01                              ;ORT02                              ;PFACH     ;PSTL2     ;PSTLZ     ;REGIO;SORTL     ;STRAS                              ;ADRNR     ;MCOD1                    ;MCOD2                    ;MCOD3                    ;ANRED          ;BAHNS                    ;BBBNR  ;BBSNR;BEGRU;BRSCH ;BUBKZ;DATLT         ;DTAMS;DTAWS;ERDAT     ;ERNAM       ;ESRNR      ;KONZS     ;KTOKK ;KUNNR       ;LNRZA       ;LOEVM;SPERR;SPERM;SPRAS;STCD1           ;STCD2      ;STKZA;STKZU;TELBX          ;TELF1           ;TELF2           ;TELFX                          ;TELTX                         ;TELX1                         ;XCPDK;XZEMP;VBUND   ;FISKN       ;STCEG               ;STKZN;SPERQ;GBORT                    ;GBDAT     ;SEXKZ;KRAUS      ;REVDB     ;QSSYS ;KTOCK ;PFORT                              ;WERKS;LTSNA;WERKR;PLKAL;DUEFL
800;NL5410    ;NL   ;Leverancier vestiging 5410         ;                                   ;                                   ;                                   ;                                   ;                                   ;          ;          ;          ;     ;NLVEND    ;                                   ;47217;LEVERANCIER VESTIGING 541;                         ;                         ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;29.07.2004;VEERMAN     ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;5410;     ;     ;     ;X    
800;NTE       ;US   ;National Transportation Exchange   ;                                   ;                                   ;                                   ;DOWNERS GROVE                      ;DU PAGE                            ;          ;          ;60515;IL   ;NTE       ;1400 Opus Place, Suite 800         ;11458;NATIONAL TRANSPORTATION E;                         ;DOWNERS GROVE            ;Company        ;                         ;0;0;     ;      ;0;              ;     ;     ;03.08.2000;LIESNER     ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;OTA       ;     ;OTA                                ;                                   ;                                   ;                                   ;                                   ;                                   ;          ;          ;          ;     ;OTA       ;                                   ;53697;OTA                      ;                         ;                         ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;22.03.2006;EISENMANN   ;           ;          ;CPDL  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;X    ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-00   ;US   ;PITT-00 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53432;PITT-00 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-01   ;US   ;PITT-01 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;51989;PITT-01 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;10.02.2006;GOEBELP     ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-02   ;US   ;PITT-02 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53403;PITT-02 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-03   ;US   ;PITT-03 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53404;PITT-03 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-04   ;US   ;PITT-04 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53405;PITT-04 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-05   ;US   ;PITT-05 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53406;PITT-05 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-06   ;US   ;PITT-06 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53407;PITT-06 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-07   ;US   ;PITT-07 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53408;PITT-07 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-08   ;US   ;PITT-08 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53409;PITT-08 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-09   ;US   ;PITT-09 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53410;PITT-09 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-10   ;US   ;PITT-10 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53411;PITT-10 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-11   ;US   ;PITT-11 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53412;PITT-11 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-12   ;US   ;PITT-12 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53413;PITT-12 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-13   ;US   ;PITT-13 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53414;PITT-13 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-14   ;US   ;PITT-14 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53415;PITT-14 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-15   ;US   ;PITT-15 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53416;PITT-15 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-16   ;US   ;PITT-16 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53417;PITT-16 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-17   ;US   ;PITT-17 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53418;PITT-17 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-18   ;US   ;PITT-18 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53419;PITT-18 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-19   ;US   ;PITT-19 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53420;PITT-19 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-20   ;US   ;PITT-20 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53421;PITT-20 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-21   ;US   ;PITT-21 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53422;PITT-21 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-22   ;US   ;PITT-22 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53423;PITT-22 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-23   ;US   ;PITT-23 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53424;PITT-23 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-24   ;US   ;PITT-24 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53425;PITT-24 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-25   ;US   ;PITT-25 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53426;PITT-25 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-26   ;US   ;PITT-26 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53427;PITT-26 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-27   ;US   ;PITT-27 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53428;PITT-27 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-28   ;US   ;PITT-28 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53429;PITT-28 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-29   ;US   ;PITT-29 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53430;PITT-29 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PITT-30   ;US   ;PITT-30 INCORPORATED               ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19131;PA   ;SUS       ;1234 BROAD STREET                  ;53431;PITT-30 INCORPORATED     ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;14.03.2006;KIMBER      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;215-555-5555    ;                ;215-555-5554                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;PMW00     ;DE   ;Dressler                           ;                                   ;                                   ;                                   ;München                            ;                                   ;          ;          ;80000;     ;DERPFI    ;Lindenstraße 1                     ;44668;DRESSLER                 ;                         ;MÜNCHEN                  ;Dr.            ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;21.11.2003;BAUERE      ;           ;          ;VEND  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;X    ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;R100      ;DE   ;DC R100                            ;                                   ;                                   ;                                   ;Giessen                            ;                                   ;          ;          ;55390;     ;RETAIL    ;Meisenweg 15                       ;7737;DC R100                  ;                         ;GIESSEN                  ;Firma          ;                         ;0;0;     ;      ;0;              ;     ;     ;13.10.1998;D020740     ;           ;          ;100;R100        ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;06363-927360    ;                ;06363-927370                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;227509973;00.00.0000;      ;      ;                                   ;R100 ;     ;     ;     ;X    
800;R1000     ;DE   ;Unisono AG                         ;                                   ;                                   ;                                   ;Pfungstadt                         ;                                   ;          ;          ;64312;     ;RETAIL    ;Walter-von-der-Vogelweide-Str 12-15;7761;UNISONO AG               ;                         ;PFUNGSTADT               ;Company        ;                         ;0;0;     ;      ;0;              ;     ;     ;14.10.1998;D020740     ;           ;          ;VEND  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;06157/637-0     ;                ;06157/637-300                  ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;227509974;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;R1001     ;DE   ;Walter & Schulz GmbH & Co KG       ;                                   ;                                   ;                                   ;Saarbrücken                        ;                                   ;          ;          ;66119;     ;RETAIL    ;Hölderlin-Weg 34                   ;7763;WALTER & SCHULZ GMBH & CO;                         ;SAARBRÜCKEN              ;Company        ;                         ;0;0;     ;      ;0;              ;     ;     ;14.10.1998;D020740     ;           ;          ;VEND  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;0681/839 52-0   ;                ;0681/839 52-100                ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;210102807;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;R101      ;DE   ;DC R101                            ;                                   ;                                   ;                                   ;Stuttgart                          ;                                   ;          ;          ;70122;     ;RETAIL    ;Mozartstraße 22                    ;12245;DC R101                  ;                         ;STUTTGART                ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;11.12.2000;KAUER       ;           ;          ;100;R101        ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;0711-223490     ;                ;0711-223491                    ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;R101 ;     ;     ;     ;X    
800;R1040     ;DE   ;Forkmann Werbemittel GmbH          ;                                   ;                                   ;                                   ;Mainz                              ;                                   ;          ;          ;55131;     ;RETAIL    ;Am Rathaus 5                       ;7767;FORKMANN WERBEMITTEL GMBH;                         ;MAINZ                    ;Company        ;                         ;0;0;     ;      ;0;              ;     ;     ;15.10.1998;D020740     ;           ;          ;VEND  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;06131/228523    ;                ;06131/228521                   ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;R300      ;US   ;DC R300                            ;                                   ;                                   ;                                   ;Los Angeles                        ;                                   ;          ;          ;90000;CA   ;RETAIL    ;17632 Desert Road                  ;5367;DC R300                  ;                         ;LOS ANGELES              ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;13.02.1998;D020740     ;           ;          ;100;R300        ;            ;X    ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;R300 ;     ;     ;     ;X    
